Países,Anos,Cod país,Expectativa de vida,Região,Grupo de renda
India,2003,IND,63.699,South Asia,Lower middle income
Ireland,2003,IRL,78.1390243902439,Europe & Central Asia,High income
Iraq,2003,IRQ,68.636,Middle East & North Africa,Upper middle income
Iceland,2003,ISL,80.96341463414636,Europe & Central Asia,High income
Israel,2003,ISR,79.64878048780488,Middle East & North Africa,High income
Italy,2003,ITA,79.98292682926831,Europe & Central Asia,High income
Jamaica,2003,JAM,74.142,Latin America & Caribbean,Upper middle income
Jordan,2003,JOR,72.256,Middle East & North Africa,Upper middle income
Japan,2003,JPN,81.76,East Asia & Pacific,High income
Kazakhstan,2003,KAZ,65.74,Europe & Central Asia,Upper middle income
Kenya,2003,KEN,52.41,Sub-Saharan Africa,Lower middle income
Cambodia,2003,KHM,61.241,East Asia & Pacific,Lower middle income
Kiribati,2003,KIR,63.995,East Asia & Pacific,Lower middle income
Kuwait,2003,KWT,73.355,Middle East & North Africa,High income
Lebanon,2003,LBN,75.969,Middle East & North Africa,Lower middle income
Liberia,2003,LBR,53.554,Sub-Saharan Africa,Low income
Libya,2003,LBY,71.466,Middle East & North Africa,Upper middle income
Sri Lanka,2003,LKA,73.799,South Asia,Lower middle income
Lesotho,2003,LSO,43.845,Sub-Saharan Africa,Lower middle income
Lithuania,2003,LTU,72.06097560975611,Europe & Central Asia,High income
Luxembourg,2003,LUX,77.72682926829269,Europe & Central Asia,High income
Latvia,2003,LVA,71.2658536585366,Europe & Central Asia,High income
Morocco,2003,MAR,70.399,Middle East & North Africa,Lower middle income
Monaco,2003,MCO,,Europe & Central Asia,High income
Moldova,2003,MDA,67.521,Europe & Central Asia,Upper middle income
Madagascar,2003,MDG,60.256,Sub-Saharan Africa,Low income
Maldives,2003,MDV,72.399,South Asia,Upper middle income
Mexico,2003,MEX,75.118,Latin America & Caribbean,Upper middle income
Marshall Islands,2003,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2003,MKD,73.24146341463415,Europe & Central Asia,Upper middle income
Mali,2003,MLI,50.373,Sub-Saharan Africa,Low income
Malta,2003,MLT,78.54634146341465,Middle East & North Africa,High income
Myanmar,2003,MMR,60.989,East Asia & Pacific,Lower middle income
Montenegro,2003,MNE,73.31853658536586,Europe & Central Asia,Upper middle income
Mongolia,2003,MNG,64.23,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2003,MNP,,East Asia & Pacific,High income
Mozambique,2003,MOZ,49.889,Sub-Saharan Africa,Low income
Mauritania,2003,MRT,61.018,Sub-Saharan Africa,Lower middle income
Mauritius,2003,MUS,72.1170731707317,Sub-Saharan Africa,Upper middle income
Malawi,2003,MWI,46.052,Sub-Saharan Africa,Low income
Malaysia,2003,MYS,73.17,East Asia & Pacific,Upper middle income
Namibia,2003,NAM,50.589,Sub-Saharan Africa,Upper middle income
Niger,2003,NER,51.95,Sub-Saharan Africa,Low income
Nigeria,2003,NGA,47.242,Sub-Saharan Africa,Lower middle income
Nicaragua,2003,NIC,70.64,Latin America & Caribbean,Lower middle income
Netherlands,2003,NLD,78.49268292682929,Europe & Central Asia,High income
Norway,2003,NOR,79.39024390243902,Europe & Central Asia,High income
Nepal,2003,NPL,64.165,South Asia,Lower middle income
Nauru,2003,NRU,,East Asia & Pacific,High income
New Zealand,2003,NZL,79.14634146341464,East Asia & Pacific,High income
Oman,2003,OMN,73.447,Middle East & North Africa,High income
Pakistan,2003,PAK,63.522,South Asia,Lower middle income
Panama,2003,PAN,75.565,Latin America & Caribbean,High income
Peru,2003,PER,72.24,Latin America & Caribbean,Upper middle income
Philippines,2003,PHL,68.937,East Asia & Pacific,Lower middle income
Palau,2003,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2003,PNG,59.974,East Asia & Pacific,Lower middle income
Poland,2003,POL,74.59756097560977,Europe & Central Asia,High income
Puerto Rico,2003,PRI,78.07121951219513,Latin America & Caribbean,High income
Portugal,2003,PRT,77.21951219512196,Europe & Central Asia,High income
Paraguay,2003,PRY,71.249,Latin America & Caribbean,Upper middle income
Qatar,2003,QAT,77.919,Middle East & North Africa,High income
Romania,2003,ROU,71.30975609756098,Europe & Central Asia,High income
Rwanda,2003,RWA,52.178,Sub-Saharan Africa,Low income
Saudi Arabia,2003,SAU,73.051,Middle East & North Africa,High income
Sudan,2003,SDN,59.67,Sub-Saharan Africa,Low income
Senegal,2003,SEN,59.259,Sub-Saharan Africa,Lower middle income
Singapore,2003,SGP,79.0390243902439,East Asia & Pacific,High income
Solomon Islands,2003,SLB,68.518,East Asia & Pacific,Lower middle income
Sierra Leone,2003,SLE,42.419,Sub-Saharan Africa,Low income
El Salvador,2003,SLV,69.68,Latin America & Caribbean,Lower middle income
San Marino,2003,SMR,,Europe & Central Asia,High income
Somalia,2003,SOM,51.762,Sub-Saharan Africa,Low income
Serbia,2003,SRB,72.43658536585367,Europe & Central Asia,Upper middle income
South Sudan,2003,SSD,50.55,Sub-Saharan Africa,Low income
Sao Tome and Principe,2003,STP,63.359,Sub-Saharan Africa,Lower middle income
Suriname,2003,SUR,68.28,Latin America & Caribbean,Upper middle income
Slovenia,2003,SVN,76.85853658536585,Europe & Central Asia,High income
Sweden,2003,SWE,80.09512195121953,Europe & Central Asia,High income
Eswatini,2003,SWZ,43.372,Sub-Saharan Africa,Lower middle income
Seychelles,2003,SYC,71.02926829268294,Sub-Saharan Africa,High income
Chad,2003,TCD,48.057,Sub-Saharan Africa,Low income
Togo,2003,TGO,53.938,Sub-Saharan Africa,Low income
Thailand,2003,THA,71.389,East Asia & Pacific,Upper middle income
Tajikistan,2003,TJK,64.496,Europe & Central Asia,Lower middle income
Turkmenistan,2003,TKM,64.386,Europe & Central Asia,Upper middle income
Tonga,2003,TON,69.803,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2003,TTO,70.164,Latin America & Caribbean,High income
Tunisia,2003,TUN,73.842,Middle East & North Africa,Lower middle income
Tuvalu,2003,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2003,TZA,52.866,Sub-Saharan Africa,Lower middle income
Uganda,2003,UGA,49.421,Sub-Saharan Africa,Low income
Ukraine,2003,UKR,68.21073170731708,Europe & Central Asia,Lower middle income
Uruguay,2003,URY,75.373,Latin America & Caribbean,High income
United States,2003,USA,77.03658536585367,North America,High income
Uzbekistan,2003,UZB,67.868,Europe & Central Asia,Lower middle income
Vietnam,2003,VNM,73.654,East Asia & Pacific,Lower middle income
Vanuatu,2003,VUT,67.99,East Asia & Pacific,Lower middle income
Samoa,2003,WSM,69.781,East Asia & Pacific,Lower middle income
South Africa,2003,ZAF,53.749,Sub-Saharan Africa,Upper middle income
Zambia,2003,ZMB,46.322,Sub-Saharan Africa,Low income
Zimbabwe,2003,ZWE,43.195,Sub-Saharan Africa,Lower middle income
Afghanistan,2004,AFG,57.772,South Asia,Low income
Angola,2004,AGO,49.263,Sub-Saharan Africa,Lower middle income
Albania,2004,ALB,75.039,Europe & Central Asia,Upper middle income
Andorra,2004,AND,,Europe & Central Asia,High income
United Arab Emirates,2004,ARE,75.174,Middle East & North Africa,High income
Argentina,2004,ARG,74.28,Latin America & Caribbean,Upper middle income
Armenia,2004,ARM,72.513,Europe & Central Asia,Upper middle income
American Samoa,2004,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2004,ATG,74.821,Latin America & Caribbean,High income
Australia,2004,AUS,80.49024390243903,East Asia & Pacific,High income
Austria,2004,AUT,79.18048780487806,Europe & Central Asia,High income
Azerbaijan,2004,AZE,68.249,Europe & Central Asia,Upper middle income
Burundi,2004,BDI,52.547,Sub-Saharan Africa,Low income
Belgium,2004,BEL,78.8780487804878,Europe & Central Asia,High income
Benin,2004,BEN,56.887,Sub-Saharan Africa,Lower middle income
Burkina Faso,2004,BFA,52.602,Sub-Saharan Africa,Low income
Bangladesh,2004,BGD,67.331,South Asia,Lower middle income
Bulgaria,2004,BGR,72.56341463414634,Europe & Central Asia,Upper middle income
Bahrain,2004,BHR,75.167,Middle East & North Africa,High income
Bosnia and Herzegovina,2004,BIH,75.068,Europe & Central Asia,Upper middle income
Belarus,2004,BLR,68.95609756097562,Europe & Central Asia,Upper middle income
Belize,2004,BLZ,69.749,Latin America & Caribbean,Upper middle income
Bermuda,2004,BMU,78.48536585365855,North America,High income
Bolivia,2004,BOL,64.766,Latin America & Caribbean,Lower middle income
Brazil,2004,BRA,71.531,Latin America & Caribbean,Upper middle income
Barbados,2004,BRB,77.808,Latin America & Caribbean,High income
Bhutan,2004,BTN,64.483,South Asia,Lower middle income
Botswana,2004,BWA,51.15,Sub-Saharan Africa,Upper middle income
Central African Republic,2004,CAF,44.413,Sub-Saharan Africa,Low income
Canada,2004,CAN,79.89268292682928,North America,High income
Switzerland,2004,CHE,81.0878048780488,Europe & Central Asia,High income
Chile,2004,CHL,77.391,Latin America & Caribbean,High income
China,2004,CHN,72.689,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2004,CIV,49.788,Sub-Saharan Africa,Lower middle income
Cameroon,2004,CMR,52.321,Sub-Saharan Africa,Lower middle income
Colombia,2004,COL,74.026,Latin America & Caribbean,Upper middle income
Comoros,2004,COM,59.904,Sub-Saharan Africa,Lower middle income
Costa Rica,2004,CRI,77.996,Latin America & Caribbean,Upper middle income
Cuba,2004,CUB,77.499,Latin America & Caribbean,Upper middle income
Cyprus,2004,CYP,78.506,Europe & Central Asia,High income
Germany,2004,DEU,78.68048780487807,Europe & Central Asia,High income
Djibouti,2004,DJI,57.682,Middle East & North Africa,Lower middle income
Dominica,2004,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2004,DNK,77.49268292682927,Europe & Central Asia,High income
Dominican Republic,2004,DOM,70.499,Latin America & Caribbean,Upper middle income
Algeria,2004,DZA,72.594,Middle East & North Africa,Lower middle income
Ecuador,2004,ECU,73.887,Latin America & Caribbean,Upper middle income
Eritrea,2004,ERI,57.932,Sub-Saharan Africa,Low income
Spain,2004,ESP,79.87073170731709,Europe & Central Asia,High income
Estonia,2004,EST,71.90975609756097,Europe & Central Asia,High income
Ethiopia,2004,ETH,55.174,Sub-Saharan Africa,Low income
Finland,2004,FIN,78.71463414634148,Europe & Central Asia,High income
Fiji,2004,FJI,66.247,East Asia & Pacific,Upper middle income
France,2004,FRA,80.16341463414635,Europe & Central Asia,High income
Gabon,2004,GAB,57.885,Sub-Saharan Africa,Upper middle income
United Kingdom,2004,GBR,78.74634146341464,Europe & Central Asia,High income
Georgia,2004,GEO,70.451,Europe & Central Asia,Upper middle income
Ghana,2004,GHA,58.225,Sub-Saharan Africa,Lower middle income
Guinea,2004,GIN,52.499,Sub-Saharan Africa,Low income
Guinea-Bissau,2004,GNB,51.883,Sub-Saharan Africa,Low income
Equatorial Guinea,2004,GNQ,54.263,Sub-Saharan Africa,Upper middle income
Greece,2004,GRC,79.0390243902439,Europe & Central Asia,High income
Grenada,2004,GRD,73.088,Latin America & Caribbean,Upper middle income
Greenland,2004,GRL,68.59268292682928,Europe & Central Asia,High income
Guatemala,2004,GTM,69.437,Latin America & Caribbean,Upper middle income
Guam,2004,GUM,76.387,East Asia & Pacific,High income
Guyana,2004,GUY,66.412,Latin America & Caribbean,Upper middle income
Honduras,2004,HND,71.77,Latin America & Caribbean,Lower middle income
Croatia,2004,HRV,75.52024390243902,Europe & Central Asia,High income
Haiti,2004,HTI,58.292,Latin America & Caribbean,Lower middle income
Hungary,2004,HUN,72.64878048780488,Europe & Central Asia,High income
Indonesia,2004,IDN,66.969,East Asia & Pacific,Lower middle income
India,2004,IND,64.095,South Asia,Lower middle income
Ireland,2004,IRL,78.53902439024391,Europe & Central Asia,High income
Iraq,2004,IRQ,68.437,Middle East & North Africa,Upper middle income
Iceland,2004,ISL,80.99756097560977,Europe & Central Asia,High income
Israel,2004,ISR,80.14634146341464,Middle East & North Africa,High income
Italy,2004,ITA,80.78048780487806,Europe & Central Asia,High income
Jamaica,2004,JAM,74.146,Latin America & Caribbean,Upper middle income
Jordan,2004,JOR,72.427,Middle East & North Africa,Upper middle income
Japan,2004,JPN,82.03024390243904,East Asia & Pacific,High income
Kazakhstan,2004,KAZ,66.06,Europe & Central Asia,Upper middle income
Kenya,2004,KEN,53.475,Sub-Saharan Africa,Lower middle income
Cambodia,2004,KHM,62.186,East Asia & Pacific,Lower middle income
Kiribati,2004,KIR,64.242,East Asia & Pacific,Lower middle income
Kuwait,2004,KWT,73.439,Middle East & North Africa,High income
Lebanon,2004,LBN,76.432,Middle East & North Africa,Lower middle income
Liberia,2004,LBR,54.422,Sub-Saharan Africa,Low income
Libya,2004,LBY,71.693,Middle East & North Africa,Upper middle income
Sri Lanka,2004,LKA,74.337,South Asia,Lower middle income
Lesotho,2004,LSO,43.083,Sub-Saharan Africa,Lower middle income
Lithuania,2004,LTU,71.9609756097561,Europe & Central Asia,High income
Luxembourg,2004,LUX,79.1219512195122,Europe & Central Asia,High income
Latvia,2004,LVA,72.02682926829269,Europe & Central Asia,High income
Morocco,2004,MAR,71.067,Middle East & North Africa,Lower middle income
Monaco,2004,MCO,,Europe & Central Asia,High income
Moldova,2004,MDA,67.665,Europe & Central Asia,Upper middle income
Madagascar,2004,MDG,60.752,Sub-Saharan Africa,Low income
Maldives,2004,MDV,73.034,South Asia,Upper middle income
Mexico,2004,MEX,75.243,Latin America & Caribbean,Upper middle income
Marshall Islands,2004,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2004,MKD,73.59756097560977,Europe & Central Asia,Upper middle income
Mali,2004,MLI,51.224,Sub-Saharan Africa,Low income
Malta,2004,MLT,79.25365853658539,Middle East & North Africa,High income
Myanmar,2004,MMR,61.294,East Asia & Pacific,Lower middle income
Montenegro,2004,MNE,73.42926829268292,Europe & Central Asia,Upper middle income
Mongolia,2004,MNG,64.671,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2004,MNP,,East Asia & Pacific,High income
Mozambique,2004,MOZ,50.143,Sub-Saharan Africa,Low income
Mauritania,2004,MRT,61.17,Sub-Saharan Africa,Lower middle income
Mauritius,2004,MUS,72.2658536585366,Sub-Saharan Africa,Upper middle income
Malawi,2004,MWI,46.823,Sub-Saharan Africa,Low income
Malaysia,2004,MYS,73.364,East Asia & Pacific,Upper middle income
Namibia,2004,NAM,50.6,Sub-Saharan Africa,Upper middle income
Niger,2004,NER,52.668,Sub-Saharan Africa,Low income
Nigeria,2004,NGA,47.72,Sub-Saharan Africa,Lower middle income
Nicaragua,2004,NIC,70.933,Latin America & Caribbean,Lower middle income
Netherlands,2004,NLD,79.09512195121953,Europe & Central Asia,High income
Norway,2004,NOR,79.84146341463416,Europe & Central Asia,High income
Nepal,2004,NPL,64.729,South Asia,Lower middle income
Nauru,2004,NRU,,East Asia & Pacific,High income
New Zealand,2004,NZL,79.54878048780488,East Asia & Pacific,High income
Oman,2004,OMN,73.851,Middle East & North Africa,High income
Pakistan,2004,PAK,63.736,South Asia,Lower middle income
Panama,2004,PAN,75.728,Latin America & Caribbean,High income
Peru,2004,PER,72.581,Latin America & Caribbean,Upper middle income
Philippines,2004,PHL,69.013,East Asia & Pacific,Lower middle income
Palau,2004,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2004,PNG,60.245,East Asia & Pacific,Lower middle income
Poland,2004,POL,74.84634146341465,Europe & Central Asia,High income
Puerto Rico,2004,PRI,78.17585365853658,Latin America & Caribbean,High income
Portugal,2004,PRT,77.67073170731709,Europe & Central Asia,High income
Paraguay,2004,PRY,71.464,Latin America & Caribbean,Upper middle income
Qatar,2004,QAT,78.083,Middle East & North Africa,High income
Romania,2004,ROU,71.5609756097561,Europe & Central Asia,High income
Rwanda,2004,RWA,53.595,Sub-Saharan Africa,Low income
Saudi Arabia,2004,SAU,73.159,Middle East & North Africa,High income
Sudan,2004,SDN,60.092,Sub-Saharan Africa,Low income
Senegal,2004,SEN,59.912,Sub-Saharan Africa,Lower middle income
Singapore,2004,SGP,79.49024390243902,East Asia & Pacific,High income
Solomon Islands,2004,SLB,68.845,East Asia & Pacific,Lower middle income
Sierra Leone,2004,SLE,43.467,Sub-Saharan Africa,Low income
El Salvador,2004,SLV,69.908,Latin America & Caribbean,Lower middle income
San Marino,2004,SMR,,Europe & Central Asia,High income
Somalia,2004,SOM,52.043,Sub-Saharan Africa,Low income
Serbia,2004,SRB,72.6829268292683,Europe & Central Asia,Upper middle income
South Sudan,2004,SSD,51.095,Sub-Saharan Africa,Low income
Sao Tome and Principe,2004,STP,64.02,Sub-Saharan Africa,Lower middle income
Suriname,2004,SUR,68.555,Latin America & Caribbean,Upper middle income
Slovenia,2004,SVN,77.20731707317073,Europe & Central Asia,High income
Sweden,2004,SWE,80.49756097560977,Europe & Central Asia,High income
Eswatini,2004,SWZ,42.731,Sub-Saharan Africa,Lower middle income
Seychelles,2004,SYC,72.6609756097561,Sub-Saharan Africa,High income
Chad,2004,TCD,48.27,Sub-Saharan Africa,Low income
Togo,2004,TGO,54.234,Sub-Saharan Africa,Low income
Thailand,2004,THA,71.728,East Asia & Pacific,Upper middle income
Tajikistan,2004,TJK,65.314,Europe & Central Asia,Lower middle income
Turkmenistan,2004,TKM,64.693,Europe & Central Asia,Upper middle income
Tonga,2004,TON,69.822,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2004,TTO,70.428,Latin America & Caribbean,High income
Tunisia,2004,TUN,74.034,Middle East & North Africa,Lower middle income
Tuvalu,2004,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2004,TZA,53.602,Sub-Saharan Africa,Lower middle income
Uganda,2004,UGA,50.554,Sub-Saharan Africa,Low income
Ukraine,2004,UKR,68.18536585365854,Europe & Central Asia,Lower middle income
Uruguay,2004,URY,75.599,Latin America & Caribbean,High income
United States,2004,USA,77.48780487804878,North America,High income
